Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Aug 30, 2015"	125		0	0
"Aug 31, 2015"	121		0	0
"Sep 01, 2015"	81		0	0
"Sep 02, 2015"	164		0	0
"Sep 03, 2015"	150		0	0
"Sep 04, 2015"	141		0	0
"Sep 05, 2015"	157		0	0
"Sep 06, 2015"	163		0	0
"Sep 07, 2015"	128		0	0
"Sep 08, 2015"	87		0	0
"Sep 09, 2015"	98		0	0
"Sep 10, 2015"	77		0	0
"Sep 11, 2015"	127		0	0
"Sep 12, 2015"	170		0	0
"Sep 13, 2015"	145		0	0
"Sep 14, 2015"	96		0	0
"Sep 15, 2015"	118		1	0
"Sep 16, 2015"	69		0	0
"Sep 17, 2015"	94		0	0
"Sep 18, 2015"	90		0	0
"Sep 19, 2015"	137		0	0
"Sep 20, 2015"	144		0	0
"Sep 21, 2015"	158		0	0
"Sep 22, 2015"	73		0	0
"Sep 23, 2015"	119		0	0
"Sep 24, 2015"	95		0	0
"Sep 25, 2015"	83		0	0
"Sep 26, 2015"	68		0	0
"Sep 27, 2015"	128		0	0
"Sep 28, 2015"	98		0	0
"Sep 29, 2015"	70		0	0
"Sep 30, 2015"	90		0	0
"Oct 01, 2015"	88		0	0
"Oct 02, 2015"	85		0	0
"Oct 03, 2015"	126		0	0
"Oct 04, 2015"	147		0	0
"Oct 05, 2015"	82		0	0
"Oct 06, 2015"	71		0	0
"Oct 07, 2015"	47		0	0
"Oct 08, 2015"	59		0	0
"Oct 09, 2015"	125		0	0
"Oct 10, 2015"	137		0	0
"Oct 11, 2015"	107		1	0
"Oct 12, 2015"	89		0	0
"Oct 13, 2015"	48		0	0
"Oct 14, 2015"	67		0	0
"Oct 15, 2015"	61		0	0
"Oct 16, 2015"	128		0	0
"Oct 17, 2015"	142		0	0
"Oct 18, 2015"	156		0	0
"Oct 19, 2015"	106		0	0
"Oct 20, 2015"	110		0	0
"Oct 21, 2015"	98		0	0
"Oct 22, 2015"	74		0	0
"Oct 23, 2015"	133		0	0
"Oct 24, 2015"	148		0	0
"Oct 25, 2015"	148		0	0
"Oct 26, 2015"	111		0	0
"Oct 27, 2015"	125		0	0
"Oct 28, 2015"	123		0	0
"Oct 29, 2015"	159		0	0
"Oct 30, 2015"	109		0	0
"Oct 31, 2015"	114		0	0
"Nov 01, 2015"	188		0	0
"Nov 02, 2015"	119		0	0
"Nov 03, 2015"	75		0	0
"Nov 04, 2015"	109		0	0
"Nov 05, 2015"	81		0	0
"Nov 06, 2015"	99		1	0
"Nov 07, 2015"	129		0	0
"Nov 08, 2015"	157		0	0
"Nov 09, 2015"	128		0	0
"Nov 10, 2015"	99		0	0
"Nov 11, 2015"	101		0	0
"Nov 12, 2015"	94		0	0
"Nov 13, 2015"	53		0	0
"Nov 14, 2015"	122		0	0
"Nov 15, 2015"	129		0	0
"Nov 16, 2015"	112		0	0
"Nov 17, 2015"	95		0	0
"Nov 18, 2015"	101		0	0
"Nov 19, 2015"	79		0	0
"Nov 20, 2015"	110		0	0
"Nov 21, 2015"	124		0	0
